s_p,s_n,cluster_label,cluster_type
730.0,-444.0,1,cluster_1
760.0,-715.0,1,cluster_1
711.0,-401.0,1,cluster_1
700.0,-672.0,1,cluster_1
683.0,-715.0,1,cluster_1
864.0,-266.0,1,cluster_1
668.0,-601.0,1,cluster_1
692.0,-293.0,1,cluster_1
779.0,-451.0,1,cluster_1
730.0,-477.0,1,cluster_1
587.0,-649.0,1,cluster_1
607.0,-413.0,1,cluster_1
663.0,-401.0,1,cluster_1
353.0,-430.0,1,cluster_1
643.0,-423.0,1,cluster_1
643.0,-430.0,1,cluster_1
734.0,-667.0,1,cluster_1
739.0,-748.0,1,cluster_1
623.0,-657.0,1,cluster_1
532.0,-388.0,1,cluster_1
636.0,-405.0,1,cluster_1
521.0,-372.0,1,cluster_1
766.0,-712.0,1,cluster_1
793.0,-392.0,1,cluster_1
732.0,-359.0,1,cluster_1
761.0,-430.0,1,cluster_1
739.0,-424.0,1,cluster_1
747.0,-435.0,1,cluster_1
548.0,-613.0,1,cluster_1
663.0,-619.0,1,cluster_1
779.0,-766.0,1,cluster_1
706.0,-543.0,1,cluster_1
652.0,-807.0,1,cluster_1
723.0,-510.0,1,cluster_1
653.0,-394.0,1,cluster_1
759.0,-616.0,1,cluster_1
771.0,-332.0,1,cluster_1
696.0,-626.0,1,cluster_1
684.0,-597.0,1,cluster_1
467.0,-889.0,1,cluster_1
627.0,-773.0,1,cluster_1
779.0,-474.0,1,cluster_1
638.0,-618.0,1,cluster_1
523.0,-377.0,1,cluster_1
776.0,-460.0,1,cluster_1
599.0,-524.0,1,cluster_1
660.0,-626.0,1,cluster_1
821.0,-692.0,1,cluster_1
476.0,-470.0,1,cluster_1
739.0,-392.0,1,cluster_1
786.0,-429.0,1,cluster_1
694.0,-489.0,1,cluster_1
799.0,-654.0,1,cluster_1
702.0,-416.0,1,cluster_1
749.0,-733.0,1,cluster_1
825.0,-400.0,1,cluster_1
712.0,-354.0,1,cluster_1
777.0,-628.0,1,cluster_1
826.0,-388.0,1,cluster_1
809.0,-430.0,1,cluster_1
774.0,-433.0,1,cluster_1
613.0,-407.0,1,cluster_1
761.0,-367.0,1,cluster_1
563.0,-401.0,1,cluster_1
804.0,-734.0,1,cluster_1
779.0,-747.0,1,cluster_1
753.0,-559.0,1,cluster_1
746.0,-459.0,1,cluster_1
738.0,-684.0,1,cluster_1
687.0,-697.0,1,cluster_1
795.0,-465.0,1,cluster_1
761.0,-636.0,1,cluster_1
705.0,-598.0,1,cluster_1
578.0,-360.0,1,cluster_1
715.0,-390.0,1,cluster_1
638.0,-665.0,1,cluster_1
786.0,-484.0,1,cluster_1
740.0,-413.0,1,cluster_1
626.0,-511.0,1,cluster_1
609.0,-508.0,1,cluster_1
791.0,-433.0,1,cluster_1
722.0,-405.0,1,cluster_1
644.0,-695.0,1,cluster_1
672.0,-380.0,1,cluster_1
751.0,-757.0,1,cluster_1
708.0,-513.0,1,cluster_1
769.0,-843.0,1,cluster_1
550.0,-477.0,1,cluster_1
718.0,-508.0,1,cluster_1
744.0,-379.0,1,cluster_1
593.0,-666.0,1,cluster_1
754.0,-360.0,1,cluster_1
830.0,-422.0,1,cluster_1
653.0,-365.0,1,cluster_1
773.0,-727.0,1,cluster_1
717.0,-486.0,1,cluster_1
711.0,-678.0,1,cluster_1
774.0,-505.0,1,cluster_1
673.0,-687.0,1,cluster_1
669.0,-654.0,1,cluster_1
683.0,-415.0,1,cluster_1
822.0,-733.0,1,cluster_1
743.0,-610.0,1,cluster_1
796.0,-457.0,1,cluster_1
771.0,-367.0,1,cluster_1
760.0,-362.0,1,cluster_1
640.0,-556.0,1,cluster_1
763.0,-408.0,1,cluster_1
647.0,-463.0,1,cluster_1
785.0,-763.0,1,cluster_1
706.0,-643.0,1,cluster_1
595.0,-601.0,1,cluster_1
714.0,-581.0,1,cluster_1
675.0,-548.0,1,cluster_1
744.0,-735.0,1,cluster_1
743.0,-370.0,1,cluster_1
783.0,-365.0,1,cluster_1
841.0,-429.0,1,cluster_1
728.0,-527.0,1,cluster_1
775.0,-347.0,1,cluster_1
784.0,-383.0,1,cluster_1
755.0,-565.0,1,cluster_1
750.0,-410.0,1,cluster_1
730.0,-535.0,1,cluster_1
615.0,-390.0,1,cluster_1
739.0,-692.0,1,cluster_1
672.0,-727.0,1,cluster_1
710.0,-615.0,1,cluster_1
643.0,-550.0,1,cluster_1
804.0,-410.0,1,cluster_1
524.0,-524.0,1,cluster_1
672.0,-691.0,1,cluster_1
683.0,-583.0,1,cluster_1
765.0,-652.0,1,cluster_1
716.0,-713.0,1,cluster_1
721.0,-372.0,1,cluster_1
801.0,-423.0,1,cluster_1
605.0,-552.0,1,cluster_1
638.0,-487.0,1,cluster_1
665.0,-578.0,1,cluster_1
594.0,-713.0,1,cluster_1
782.0,-405.0,1,cluster_1
637.0,-550.0,1,cluster_1
728.0,-426.0,1,cluster_1
432.0,-711.0,1,cluster_1
839.0,-409.0,1,cluster_1
825.0,-429.0,1,cluster_1
844.0,-773.0,1,cluster_1
721.0,-794.0,1,cluster_1
716.0,-551.0,1,cluster_1
945.0,-539.0,1,cluster_1
856.0,-470.0,1,cluster_1
662.0,-788.0,1,cluster_1
537.0,-587.0,1,cluster_1
768.0,-526.0,1,cluster_1
780.0,-443.0,1,cluster_1
789.0,-461.0,1,cluster_1
691.0,-398.0,1,cluster_1
671.0,-422.0,1,cluster_1
702.0,-329.0,1,cluster_1
823.0,-374.0,1,cluster_1
711.0,-656.0,1,cluster_1
743.0,-574.0,1,cluster_1
786.0,-531.0,1,cluster_1
728.0,-549.0,1,cluster_1
585.0,-632.0,1,cluster_1
807.0,-426.0,1,cluster_1
736.0,-431.0,1,cluster_1
765.0,-709.0,1,cluster_1
714.0,-746.0,1,cluster_1
757.0,-473.0,1,cluster_1
734.0,-400.0,1,cluster_1
714.0,-453.0,1,cluster_1
759.0,-427.0,1,cluster_1
817.0,-916.0,1,cluster_1
788.0,-825.0,1,cluster_1
777.0,-409.0,1,cluster_1
705.0,-723.0,1,cluster_1
680.0,-687.0,1,cluster_1
740.0,-514.0,1,cluster_1
763.0,-425.0,1,cluster_1
784.0,-654.0,1,cluster_1
622.0,-550.0,1,cluster_1
707.0,-696.0,1,cluster_1
593.0,-674.0,1,cluster_1
870.0,-406.0,1,cluster_1
771.0,-461.0,1,cluster_1
656.0,-704.0,1,cluster_1
642.0,-649.0,1,cluster_1
787.0,-444.0,1,cluster_1
562.0,-683.0,1,cluster_1
626.0,-553.0,1,cluster_1
777.0,-792.0,1,cluster_1
679.0,-756.0,1,cluster_1
713.0,-698.0,1,cluster_1
711.0,-680.0,1,cluster_1
557.0,-646.0,1,cluster_1
728.0,-535.0,1,cluster_1
664.0,-504.0,1,cluster_1
599.0,-582.0,1,cluster_1
678.0,-646.0,1,cluster_1
755.0,-602.0,1,cluster_1
735.0,-512.0,1,cluster_1
737.0,-738.0,1,cluster_1
628.0,-646.0,1,cluster_1
646.0,-624.0,1,cluster_1
694.0,-587.0,1,cluster_1
700.0,-679.0,1,cluster_1
751.0,-419.0,1,cluster_1
678.0,-510.0,1,cluster_1
704.0,-521.0,1,cluster_1
590.0,-601.0,1,cluster_1
765.0,-371.0,1,cluster_1
729.0,-556.0,1,cluster_1
630.0,-534.0,1,cluster_1
746.0,-443.0,1,cluster_1
700.0,-559.0,1,cluster_1
671.0,-456.0,1,cluster_1
726.0,-532.0,1,cluster_1
661.0,-518.0,1,cluster_1
664.0,-607.0,1,cluster_1
765.0,-443.0,1,cluster_1
706.0,-594.0,1,cluster_1
726.0,-557.0,1,cluster_1
797.0,-723.0,1,cluster_1
653.0,-364.0,1,cluster_1
719.0,-580.0,1,cluster_1
636.0,-568.0,1,cluster_1
722.0,-654.0,1,cluster_1
614.0,-667.0,1,cluster_1
594.0,-524.0,1,cluster_1
754.0,-708.0,1,cluster_1
643.0,-592.0,1,cluster_1
641.0,-523.0,1,cluster_1
706.0,-582.0,1,cluster_1
733.0,-488.0,1,cluster_1
743.0,-575.0,1,cluster_1
668.0,-651.0,1,cluster_1
757.0,-710.0,1,cluster_1
667.0,-885.0,1,cluster_1
845.0,-356.0,1,cluster_1
708.0,-549.0,1,cluster_1
690.0,-659.0,1,cluster_1
741.0,-468.0,1,cluster_1
575.0,-539.0,1,cluster_1
667.0,-500.0,1,cluster_1
767.0,-572.0,1,cluster_1
668.0,-359.0,1,cluster_1
763.0,-411.0,1,cluster_1
596.0,-410.0,1,cluster_1
717.0,-584.0,1,cluster_1
710.0,-546.0,1,cluster_1
724.0,-812.0,1,cluster_1
656.0,-544.0,1,cluster_1
691.0,-480.0,1,cluster_1
895.0,-454.0,1,cluster_1
845.0,-447.0,1,cluster_1
629.0,-533.0,1,cluster_1
775.0,-442.0,1,cluster_1
653.0,-395.0,1,cluster_1
687.0,-639.0,1,cluster_1
704.0,-409.0,1,cluster_1
763.0,-415.0,1,cluster_1
778.0,-381.0,1,cluster_1
707.0,-770.0,1,cluster_1
750.0,-368.0,1,cluster_1
791.0,-811.0,1,cluster_1
685.0,-676.0,1,cluster_1
816.0,-633.0,1,cluster_1
602.0,-364.0,1,cluster_1
685.0,-402.0,1,cluster_1
549.0,-284.0,1,cluster_1
806.0,-374.0,1,cluster_1
715.0,-570.0,1,cluster_1
596.0,-363.0,1,cluster_1
726.0,-707.0,1,cluster_1
755.0,-685.0,1,cluster_1
767.0,-576.0,1,cluster_1
725.0,-398.0,1,cluster_1
604.0,-715.0,1,cluster_1
538.0,-398.0,1,cluster_1
803.0,-389.0,1,cluster_1
826.0,-412.0,1,cluster_1
758.0,-782.0,1,cluster_1
642.0,-693.0,1,cluster_1
810.0,-395.0,1,cluster_1
744.0,-363.0,1,cluster_1
686.0,-368.0,1,cluster_1
694.0,-730.0,1,cluster_1
662.0,-692.0,1,cluster_1
620.0,-736.0,1,cluster_1
690.0,-722.0,1,cluster_1
748.0,-655.0,1,cluster_1
736.0,-693.0,1,cluster_1
738.0,-656.0,1,cluster_1
757.0,-819.0,1,cluster_1
780.0,-671.0,1,cluster_1
706.0,-701.0,1,cluster_1
630.0,-667.0,1,cluster_1
608.0,-674.0,1,cluster_1
638.0,-411.0,1,cluster_1
720.0,-660.0,1,cluster_1
666.0,-732.0,1,cluster_1
761.0,-723.0,1,cluster_1
751.0,-572.0,1,cluster_1
697.0,-663.0,1,cluster_1
566.0,-401.0,1,cluster_1
756.0,-694.0,1,cluster_1
682.0,-555.0,1,cluster_1
685.0,-360.0,1,cluster_1
714.0,-657.0,1,cluster_1
735.0,-741.0,1,cluster_1
701.0,-344.0,1,cluster_1
696.0,-544.0,1,cluster_1
706.0,-695.0,1,cluster_1
774.0,-681.0,1,cluster_1
695.0,-617.0,1,cluster_1
629.0,-621.0,1,cluster_1
654.0,-701.0,1,cluster_1
754.0,-732.0,1,cluster_1
741.0,-606.0,1,cluster_1
748.0,-426.0,1,cluster_1
795.0,-717.0,1,cluster_1
660.0,-717.0,1,cluster_1
632.0,-727.0,1,cluster_1
813.0,-775.0,1,cluster_1
565.0,-686.0,1,cluster_1
672.0,-496.0,1,cluster_1
819.0,-746.0,1,cluster_1
762.0,-477.0,1,cluster_1
688.0,-650.0,1,cluster_1
641.0,-562.0,1,cluster_1
700.0,-629.0,1,cluster_1
833.0,-412.0,1,cluster_1
668.0,-530.0,1,cluster_1
733.0,-766.0,1,cluster_1
671.0,-389.0,1,cluster_1
832.0,-799.0,1,cluster_1
711.0,-607.0,1,cluster_1
768.0,-694.0,1,cluster_1
737.0,-708.0,1,cluster_1
719.0,-497.0,1,cluster_1
781.0,-720.0,1,cluster_1
636.0,-781.0,1,cluster_1
685.0,-565.0,1,cluster_1
759.0,-463.0,1,cluster_1
685.0,-644.0,1,cluster_1
789.0,-780.0,1,cluster_1
747.0,-794.0,1,cluster_1
797.0,-702.0,1,cluster_1
599.0,-659.0,1,cluster_1
648.0,-684.0,1,cluster_1
827.0,-390.0,1,cluster_1
774.0,-706.0,1,cluster_1
757.0,-617.0,1,cluster_1
711.0,-647.0,1,cluster_1
306.0,-281.0,1,cluster_1
620.0,-633.0,1,cluster_1
719.0,-464.0,1,cluster_1
712.0,-716.0,1,cluster_1
737.0,-668.0,1,cluster_1
703.0,-724.0,1,cluster_1
733.0,-640.0,1,cluster_1
764.0,-764.0,1,cluster_1
675.0,-612.0,1,cluster_1
705.0,-663.0,1,cluster_1
735.0,-671.0,1,cluster_1
738.0,-772.0,1,cluster_1
460.0,-278.0,1,cluster_1
726.0,-418.0,1,cluster_1
718.0,-504.0,1,cluster_1
702.0,-664.0,1,cluster_1
711.0,-748.0,1,cluster_1
768.0,-698.0,1,cluster_1
708.0,-663.0,1,cluster_1
694.0,-608.0,1,cluster_1
710.0,-917.0,1,cluster_1
728.0,-811.0,1,cluster_1
732.0,-470.0,1,cluster_1
684.0,-389.0,1,cluster_1
673.0,-637.0,1,cluster_1
604.0,-630.0,1,cluster_1
692.0,-620.0,1,cluster_1
743.0,-724.0,1,cluster_1
765.0,-553.0,1,cluster_1
687.0,-414.0,1,cluster_1
644.0,-775.0,1,cluster_1
709.0,-736.0,1,cluster_1
703.0,-742.0,1,cluster_1
721.0,-721.0,1,cluster_1
700.0,-694.0,1,cluster_1
676.0,-752.0,1,cluster_1
583.0,-707.0,1,cluster_1
709.0,-632.0,1,cluster_1
719.0,-704.0,1,cluster_1
663.0,-639.0,1,cluster_1
586.0,-729.0,1,cluster_1
711.0,-711.0,1,cluster_1
705.0,-741.0,1,cluster_1
713.0,-760.0,1,cluster_1
764.0,-713.0,1,cluster_1
656.0,-669.0,1,cluster_1
711.0,-776.0,1,cluster_1
699.0,-486.0,1,cluster_1
769.0,-619.0,1,cluster_1
757.0,-427.0,1,cluster_1
813.0,-862.0,1,cluster_1
635.0,-688.0,1,cluster_1
726.0,-565.0,1,cluster_1
801.0,-655.0,1,cluster_1
751.0,-781.0,1,cluster_1
725.0,-790.0,1,cluster_1
590.0,-641.0,1,cluster_1
729.0,-738.0,1,cluster_1
720.0,-368.0,1,cluster_1
712.0,-654.0,1,cluster_1
702.0,-325.0,1,cluster_1
723.0,-628.0,1,cluster_1
690.0,-655.0,1,cluster_1
752.0,-371.0,1,cluster_1
641.0,-604.0,1,cluster_1
733.0,-719.0,1,cluster_1
782.0,-693.0,1,cluster_1
755.0,-607.0,1,cluster_1
716.0,-387.0,1,cluster_1
507.0,-749.0,1,cluster_1
782.0,-397.0,1,cluster_1
594.0,-559.0,1,cluster_1
711.0,-400.0,1,cluster_1
721.0,-658.0,1,cluster_1
761.0,-373.0,1,cluster_1
639.0,-615.0,1,cluster_1
731.0,-685.0,1,cluster_1
618.0,-647.0,1,cluster_1
598.0,-717.0,1,cluster_1
709.0,-698.0,1,cluster_1
672.0,-690.0,1,cluster_1
777.0,-595.0,1,cluster_1
747.0,-634.0,1,cluster_1
706.0,-804.0,1,cluster_1
599.0,-657.0,1,cluster_1
425.0,-489.0,1,cluster_1
689.0,-362.0,1,cluster_1
738.0,-747.0,1,cluster_1
743.0,-595.0,1,cluster_1
764.0,-366.0,1,cluster_1
696.0,-546.0,1,cluster_1
721.0,-617.0,1,cluster_1
717.0,-701.0,1,cluster_1
741.0,-766.0,1,cluster_1
734.0,-408.0,1,cluster_1
792.0,-704.0,1,cluster_1
672.0,-608.0,1,cluster_1
364.0,-674.0,1,cluster_1
798.0,-370.0,1,cluster_1
642.0,-522.0,1,cluster_1
557.0,-692.0,1,cluster_1
723.0,-635.0,1,cluster_1
733.0,-649.0,1,cluster_1
702.0,-403.0,1,cluster_1
725.0,-660.0,1,cluster_1
644.0,-685.0,1,cluster_1
705.0,-644.0,1,cluster_1
855.0,-733.0,1,cluster_1
655.0,-585.0,1,cluster_1
670.0,-646.0,1,cluster_1
612.0,-464.0,1,cluster_1
649.0,-650.0,1,cluster_1
690.0,-644.0,1,cluster_1
765.0,-549.0,1,cluster_1
675.0,-666.0,1,cluster_1
654.0,-649.0,1,cluster_1
666.0,-719.0,1,cluster_1
655.0,-629.0,1,cluster_1
587.0,-531.0,1,cluster_1
666.0,-756.0,1,cluster_1
770.0,-797.0,1,cluster_1
699.0,-776.0,1,cluster_1
657.0,-748.0,1,cluster_1
564.0,-616.0,1,cluster_1
661.0,-748.0,1,cluster_1
748.0,-758.0,1,cluster_1
469.0,-271.0,1,cluster_1
534.0,-583.0,1,cluster_1
546.0,-742.0,1,cluster_1
674.0,-587.0,1,cluster_1
564.0,-602.0,1,cluster_1
621.0,-627.0,1,cluster_1
693.0,-436.0,1,cluster_1
633.0,-690.0,1,cluster_1
671.0,-389.0,1,cluster_1
653.0,-742.0,1,cluster_1
474.0,-512.0,1,cluster_1
314.0,-536.0,1,cluster_1
735.0,-388.0,1,cluster_1
603.0,-715.0,1,cluster_1
537.0,-364.0,1,cluster_1
660.0,-578.0,1,cluster_1
583.0,-665.0,1,cluster_1
697.0,-670.0,1,cluster_1
800.0,-831.0,1,cluster_1
494.0,-378.0,1,cluster_1
717.0,-614.0,1,cluster_1
373.0,-532.0,1,cluster_1
764.0,-819.0,1,cluster_1
684.0,-592.0,1,cluster_1
716.0,-757.0,1,cluster_1
554.0,-710.0,1,cluster_1
693.0,-680.0,1,cluster_1
357.0,-335.0,1,cluster_1
646.0,-630.0,1,cluster_1
761.0,-731.0,1,cluster_1
642.0,-707.0,1,cluster_1
588.0,-673.0,1,cluster_1
808.0,-763.0,1,cluster_1
759.0,-295.0,1,cluster_1
738.0,-757.0,1,cluster_1
633.0,-334.0,1,cluster_1
832.0,-818.0,1,cluster_1
774.0,-769.0,1,cluster_1
781.0,-771.0,1,cluster_1
709.0,-717.0,1,cluster_1
649.0,-695.0,1,cluster_1
660.0,-760.0,1,cluster_1
767.0,-900.0,1,cluster_1
716.0,-545.0,1,cluster_1
760.0,-774.0,1,cluster_1
760.0,-813.0,1,cluster_1
755.0,-673.0,1,cluster_1
787.0,-774.0,1,cluster_1
742.0,-666.0,1,cluster_1
592.0,-431.0,1,cluster_1
500.0,-679.0,1,cluster_1
688.0,-323.0,1,cluster_1
642.0,-350.0,1,cluster_1
641.0,-400.0,1,cluster_1
634.0,-749.0,1,cluster_1
729.0,-673.0,1,cluster_1
685.0,-454.0,1,cluster_1
805.0,-793.0,1,cluster_1
715.0,-361.0,1,cluster_1
672.0,-365.0,1,cluster_1
641.0,-359.0,1,cluster_1
771.0,-818.0,1,cluster_1
841.0,-808.0,1,cluster_1
773.0,-620.0,1,cluster_1
710.0,-382.0,1,cluster_1
506.0,-270.0,1,cluster_1
585.0,-537.0,1,cluster_1
728.0,-805.0,1,cluster_1
763.0,-726.0,1,cluster_1
770.0,-833.0,1,cluster_1
823.0,-771.0,1,cluster_1
829.0,-385.0,1,cluster_1
872.0,-618.0,1,cluster_1
773.0,-394.0,1,cluster_1
784.0,-851.0,1,cluster_1
603.0,-374.0,1,cluster_1
643.0,-437.0,1,cluster_1
757.0,-405.0,1,cluster_1
696.0,-709.0,1,cluster_1
687.0,-594.0,1,cluster_1
798.0,-863.0,1,cluster_1
804.0,-768.0,1,cluster_1
666.0,-781.0,1,cluster_1
829.0,-734.0,1,cluster_1
750.0,-616.0,1,cluster_1
814.0,-716.0,1,cluster_1
740.0,-727.0,1,cluster_1
630.0,-725.0,1,cluster_1
764.0,-553.0,1,cluster_1
736.0,-844.0,1,cluster_1
705.0,-732.0,1,cluster_1
767.0,-621.0,1,cluster_1
640.0,-512.0,1,cluster_1
800.0,-676.0,1,cluster_1
723.0,-493.0,1,cluster_1
653.0,-764.0,1,cluster_1
759.0,-558.0,1,cluster_1
742.0,-709.0,1,cluster_1
477.0,-606.0,1,cluster_1
835.0,-811.0,1,cluster_1
799.0,-674.0,1,cluster_1
622.0,-661.0,1,cluster_1
602.0,-615.0,1,cluster_1
661.0,-654.0,1,cluster_1
824.0,-342.0,1,cluster_1
878.0,-837.0,1,cluster_1
806.0,-805.0,1,cluster_1
860.0,-718.0,1,cluster_1
700.0,-640.0,1,cluster_1
787.0,-750.0,1,cluster_1
591.0,-665.0,1,cluster_1
784.0,-610.0,1,cluster_1
685.0,-698.0,1,cluster_1
578.0,-504.0,1,cluster_1
843.0,-850.0,1,cluster_1
770.0,-749.0,1,cluster_1
796.0,-411.0,1,cluster_1
781.0,-689.0,1,cluster_1
741.0,-531.0,1,cluster_1
627.0,-697.0,1,cluster_1
761.0,-701.0,1,cluster_1
583.0,-376.0,1,cluster_1
766.0,-403.0,1,cluster_1
647.0,-572.0,1,cluster_1
602.0,-679.0,1,cluster_1
728.0,-863.0,1,cluster_1
749.0,-818.0,1,cluster_1
777.0,-743.0,1,cluster_1
786.0,-380.0,1,cluster_1
806.0,-359.0,1,cluster_1
679.0,-691.0,1,cluster_1
766.0,-401.0,1,cluster_1
638.0,-510.0,1,cluster_1
628.0,-456.0,1,cluster_1
596.0,-680.0,1,cluster_1
522.0,-475.0,1,cluster_1
675.0,-728.0,1,cluster_1
740.0,-613.0,1,cluster_1
727.0,-675.0,1,cluster_1
807.0,-789.0,1,cluster_1
814.0,-865.0,1,cluster_1
820.0,-790.0,1,cluster_1
717.0,-751.0,1,cluster_1
581.0,-637.0,1,cluster_1
835.0,-655.0,1,cluster_1
627.0,-593.0,1,cluster_1
376.0,-481.0,1,cluster_1
710.0,-683.0,1,cluster_1
682.0,-700.0,1,cluster_1
655.0,-413.0,1,cluster_1
677.0,-677.0,1,cluster_1
734.0,-499.0,1,cluster_1
652.0,-469.0,1,cluster_1
766.0,-778.0,1,cluster_1
726.0,-664.0,1,cluster_1
790.0,-372.0,1,cluster_1
755.0,-604.0,1,cluster_1
747.0,-732.0,1,cluster_1
663.0,-712.0,1,cluster_1
561.0,-478.0,1,cluster_1
742.0,-735.0,1,cluster_1
851.0,-802.0,1,cluster_1
708.0,-749.0,1,cluster_1
775.0,-789.0,1,cluster_1
760.0,-660.0,1,cluster_1
701.0,-785.0,1,cluster_1
679.0,-587.0,1,cluster_1
728.0,-735.0,1,cluster_1
560.0,-562.0,1,cluster_1
677.0,-529.0,1,cluster_1
622.0,-645.0,1,cluster_1
677.0,-765.0,1,cluster_1
784.0,-654.0,1,cluster_1
767.0,-759.0,1,cluster_1
771.0,-885.0,1,cluster_1
593.0,-592.0,1,cluster_1
726.0,-438.0,1,cluster_1
648.0,-713.0,1,cluster_1
739.0,-742.0,1,cluster_1
618.0,-735.0,1,cluster_1
796.0,-666.0,1,cluster_1
665.0,-542.0,1,cluster_1
595.0,-453.0,1,cluster_1
699.0,-413.0,1,cluster_1
731.0,-416.0,1,cluster_1
765.0,-397.0,1,cluster_1
752.0,-436.0,1,cluster_1
680.0,-722.0,1,cluster_1
733.0,-681.0,1,cluster_1
530.0,-291.0,1,cluster_1
702.0,-423.0,1,cluster_1
659.0,-523.0,1,cluster_1
566.0,-641.0,1,cluster_1
566.0,-449.0,1,cluster_1
623.0,-392.0,1,cluster_1
586.0,-387.0,1,cluster_1
584.0,-357.0,1,cluster_1
640.0,-604.0,1,cluster_1
690.0,-540.0,1,cluster_1
643.0,-404.0,1,cluster_1
783.0,-750.0,1,cluster_1
704.0,-335.0,1,cluster_1
656.0,-591.0,1,cluster_1
716.0,-411.0,1,cluster_1
739.0,-454.0,1,cluster_1
569.0,-539.0,1,cluster_1
710.0,-530.0,1,cluster_1
624.0,-347.0,1,cluster_1
655.0,-360.0,1,cluster_1
731.0,-757.0,1,cluster_1
724.0,-809.0,1,cluster_1
659.0,-672.0,1,cluster_1
639.0,-733.0,1,cluster_1
702.0,-706.0,1,cluster_1
710.0,-364.0,1,cluster_1
784.0,-658.0,1,cluster_1
632.0,-774.0,1,cluster_1
727.0,-757.0,1,cluster_1
711.0,-518.0,1,cluster_1
805.0,-811.0,1,cluster_1
765.0,-772.0,1,cluster_1
774.0,-779.0,1,cluster_1
694.0,-672.0,1,cluster_1
703.0,-421.0,1,cluster_1
703.0,-709.0,1,cluster_1
738.0,-638.0,1,cluster_1
689.0,-573.0,1,cluster_1
723.0,-779.0,1,cluster_1
773.0,-701.0,1,cluster_1
569.0,-479.0,1,cluster_1
759.0,-793.0,1,cluster_1
781.0,-569.0,1,cluster_1
603.0,-557.0,1,cluster_1
702.0,-682.0,1,cluster_1
827.0,-860.0,1,cluster_1
755.0,-653.0,1,cluster_1
816.0,-855.0,1,cluster_1
691.0,-612.0,1,cluster_1
693.0,-606.0,1,cluster_1
710.0,-723.0,1,cluster_1
809.0,-652.0,1,cluster_1
729.0,-413.0,1,cluster_1
648.0,-658.0,1,cluster_1
561.0,-525.0,1,cluster_1
737.0,-601.0,1,cluster_1
741.0,-681.0,1,cluster_1
740.0,-633.0,1,cluster_1
782.0,-694.0,1,cluster_1
712.0,-621.0,1,cluster_1
801.0,-663.0,1,cluster_1
744.0,-588.0,1,cluster_1
614.0,-550.0,1,cluster_1
716.0,-662.0,1,cluster_1
697.0,-697.0,1,cluster_1
724.0,-595.0,1,cluster_1
737.0,-469.0,1,cluster_1
760.0,-729.0,1,cluster_1
619.0,-520.0,1,cluster_1
756.0,-498.0,1,cluster_1
736.0,-759.0,1,cluster_1
651.0,-588.0,1,cluster_1
739.0,-322.0,1,cluster_1
581.0,-654.0,1,cluster_1
744.0,-359.0,1,cluster_1
709.0,-620.0,1,cluster_1
627.0,-649.0,1,cluster_1
767.0,-828.0,1,cluster_1
684.0,-655.0,1,cluster_1
636.0,-526.0,1,cluster_1
717.0,-651.0,1,cluster_1
726.0,-731.0,1,cluster_1
738.0,-419.0,1,cluster_1
740.0,-710.0,1,cluster_1
467.0,-456.0,1,cluster_1
786.0,-759.0,1,cluster_1
690.0,-705.0,1,cluster_1
640.0,-674.0,1,cluster_1
636.0,-649.0,1,cluster_1
614.0,-588.0,1,cluster_1
405.0,-406.0,1,cluster_1
778.0,-426.0,1,cluster_1
446.0,-669.0,1,cluster_1
776.0,-423.0,1,cluster_1
755.0,-436.0,1,cluster_1
764.0,-425.0,1,cluster_1
731.0,-663.0,1,cluster_1
739.0,-724.0,1,cluster_1
611.0,-506.0,1,cluster_1
778.0,-429.0,1,cluster_1
636.0,-394.0,1,cluster_1
689.0,-734.0,1,cluster_1
592.0,-658.0,1,cluster_1
715.0,-684.0,1,cluster_1
721.0,-716.0,1,cluster_1
663.0,-767.0,1,cluster_1
799.0,-749.0,1,cluster_1
768.0,-425.0,1,cluster_1
801.0,-883.0,1,cluster_1
693.0,-722.0,1,cluster_1
790.0,-793.0,1,cluster_1
729.0,-678.0,1,cluster_1
795.0,-424.0,1,cluster_1
786.0,-429.0,1,cluster_1
644.0,-535.0,1,cluster_1
708.0,-703.0,1,cluster_1
636.0,-612.0,1,cluster_1
709.0,-731.0,1,cluster_1
763.0,-677.0,1,cluster_1
644.0,-628.0,1,cluster_1
725.0,-665.0,1,cluster_1
426.0,-506.0,1,cluster_1
708.0,-708.0,1,cluster_1
655.0,-718.0,1,cluster_1
707.0,-353.0,1,cluster_1
650.0,-652.0,1,cluster_1
804.0,-753.0,1,cluster_1
660.0,-653.0,1,cluster_1
759.0,-593.0,1,cluster_1
667.0,-754.0,1,cluster_1
713.0,-644.0,1,cluster_1
744.0,-655.0,1,cluster_1
685.0,-649.0,1,cluster_1
686.0,-748.0,1,cluster_1
673.0,-668.0,1,cluster_1
728.0,-670.0,1,cluster_1
714.0,-727.0,1,cluster_1
645.0,-656.0,1,cluster_1
661.0,-737.0,1,cluster_1
646.0,-636.0,1,cluster_1
591.0,-643.0,1,cluster_1
616.0,-746.0,1,cluster_1
623.0,-759.0,1,cluster_1
701.0,-724.0,1,cluster_1
749.0,-710.0,1,cluster_1
768.0,-638.0,1,cluster_1
674.0,-573.0,1,cluster_1
706.0,-562.0,1,cluster_1
796.0,-823.0,1,cluster_1
711.0,-568.0,1,cluster_1
680.0,-635.0,1,cluster_1
